Image1,Image2,score
1_P1_S2_2.jpg,1_P2_S2_4.jpg,0.25
1_P1_S2_2.jpg,1_P2_S2_5.jpg,0.0
1_P1_S2_3.jpg,1_P1_S1_1.jpg,0.0
1_P1_S2_3.jpg,1_P1_S1_2.jpg,0.0
1_P1_S2_3.jpg,1_P1_S1_3.jpg,0.0
1_P1_S2_3.jpg,1_P1_S1_4.jpg,0.0
1_P1_S2_3.jpg,1_P1_S1_5.jpg,0.0
1_P1_S2_3.jpg,1_P1_S2_1.jpg,0.0
1_P1_S2_3.jpg,1_P1_S2_2.jpg,0.0
1_P1_S2_3.jpg,1_P1_S2_3.jpg,1.0
1_P1_S2_3.jpg,1_P1_S2_4.jpg,0.0
1_P1_S2_3.jpg,1_P1_S2_5.jpg,0.2
1_P1_S2_3.jpg,1_P2_S1_1.jpg,0.0
1_P1_S2_3.jpg,1_P2_S1_2.jpg,0.0
1_P1_S2_3.jpg,1_P2_S1_3.jpg,0.0
1_P1_S2_3.jpg,1_P2_S1_4.jpg,0.0
1_P1_S2_3.jpg,1_P2_S1_5.jpg,0.0
1_P1_S2_3.jpg,1_P2_S2_1.jpg,0.0
1_P1_S2_3.jpg,1_P2_S2_2.jpg,0.4
1_P1_S2_3.jpg,1_P2_S2_3.jpg,0.0
1_P1_S2_3.jpg,1_P2_S2_4.jpg,0.0
1_P1_S2_3.jpg,1_P2_S2_5.jpg,0.0
1_P1_S2_4.jpg,1_P1_S1_1.jpg,0.0
1_P1_S2_4.jpg,1_P1_S1_2.jpg,0.0
1_P1_S2_4.jpg,1_P1_S1_3.jpg,0.0
1_P1_S2_4.jpg,1_P1_S1_4.jpg,0.1111111111111111
1_P1_S2_4.jpg,1_P1_S1_5.jpg,0.0
1_P1_S2_4.jpg,1_P1_S2_1.jpg,0.125
1_P1_S2_4.jpg,1_P1_S2_2.jpg,0.125
1_P1_S2_4.jpg,1_P1_S2_3.jpg,0.8
1_P1_S2_4.jpg,1_P1_S2_4.jpg,1.0
1_P1_S2_4.jpg,1_P1_S2_5.jpg,0.1111111111111111
1_P1_S2_4.jpg,1_P2_S1_1.jpg,0.0
1_P1_S2_4.jpg,1_P2_S1_2.jpg,0.0
1_P1_S2_4.jpg,1_P2_S1_3.jpg,0.0
1_P1_S2_4.jpg,1_P2_S1_4.jpg,0.0
1_P1_S2_4.jpg,1_P2_S1_5.jpg,0.0
1_P1_S2_4.jpg,1_P2_S2_1.jpg,0.0
1_P1_S2_4.jpg,1_P2_S2_2.jpg,0.1111111111111111
1_P1_S2_4.jpg,1_P2_S2_3.jpg,0.1111111111111111
1_P1_S2_4.jpg,1_P2_S2_4.jpg,0.0
1_P1_S2_4.jpg,1_P2_S2_5.jpg,0.1111111111111111
1_P1_S2_5.jpg,1_P1_S1_1.jpg,0.07692307692307693
1_P1_S2_5.jpg,1_P1_S1_2.jpg,0.0
1_P1_S2_5.jpg,1_P1_S1_3.jpg,0.14285714285714285
1_P1_S2_5.jpg,1_P1_S1_4.jpg,0.0
1_P1_S2_5.jpg,1_P1_S1_5.jpg,0.07692307692307693
1_P1_S2_5.jpg,1_P1_S2_1.jpg,0.0
1_P1_S2_5.jpg,1_P1_S2_2.jpg,0.125
1_P1_S2_5.jpg,1_P1_S2_3.jpg,0.4
1_P1_S2_5.jpg,1_P1_S2_4.jpg,0.2222222222222222
1_P1_S2_5.jpg,1_P1_S2_5.jpg,1.0
1_P1_S2_5.jpg,1_P2_S1_1.jpg,0.0
1_P1_S2_5.jpg,1_P2_S1_2.jpg,0.0
1_P1_S2_5.jpg,1_P2_S1_3.jpg,0.0
1_P1_S2_5.jpg,1_P2_S1_4.jpg,0.07692307692307693
1_P1_S2_5.jpg,1_P2_S1_5.jpg,0.0
1_P1_S2_5.jpg,1_P2_S2_1.jpg,0.0
1_P1_S2_5.jpg,1_P2_S2_2.jpg,0.07692307692307693
1_P1_S2_5.jpg,1_P2_S2_3.jpg,0.0
1_P1_S2_5.jpg,1_P2_S2_4.jpg,0.0
1_P1_S2_5.jpg,1_P2_S2_5.jpg,0.07692307692307693
1_P2_S1_1.jpg,1_P1_S1_1.jpg,0.12
1_P2_S1_1.jpg,1_P1_S1_2.jpg,0.5
1_P2_S1_1.jpg,1_P1_S1_3.jpg,0.14285714285714285
1_P2_S1_1.jpg,1_P1_S1_4.jpg,0.0
1_P2_S1_1.jpg,1_P1_S1_5.jpg,0.0
1_P2_S1_1.jpg,1_P1_S2_1.jpg,0.125
1_P2_S1_1.jpg,1_P1_S2_2.jpg,0.5
1_P2_S1_1.jpg,1_P1_S2_3.jpg,0.8
1_P2_S1_1.jpg,1_P1_S2_4.jpg,0.2222222222222222
1_P2_S1_1.jpg,1_P1_S2_5.jpg,0.38461538461538464
1_P2_S1_1.jpg,1_P2_S1_1.jpg,1.0
1_P2_S1_1.jpg,1_P2_S1_2.jpg,0.08108108108108109
1_P2_S1_1.jpg,1_P2_S1_3.jpg,0.02631578947368421
1_P2_S1_1.jpg,1_P2_S1_4.jpg,0.013157894736842105
1_P2_S1_1.jpg,1_P2_S1_5.jpg,0.0
1_P2_S1_1.jpg,1_P2_S2_1.jpg,0.0
1_P2_S1_1.jpg,1_P2_S2_2.jpg,0.0
1_P2_S1_1.jpg,1_P2_S2_3.jpg,0.0
1_P2_S1_1.jpg,1_P2_S2_4.jpg,0.013888888888888888
1_P2_S1_1.jpg,1_P2_S2_5.jpg,0.04477611940298507
1_P2_S1_2.jpg,1_P1_S1_1.jpg,0.04
1_P2_S1_2.jpg,1_P1_S1_2.jpg,0.3333333333333333
1_P2_S1_2.jpg,1_P1_S1_3.jpg,0.2857142857142857
1_P2_S1_2.jpg,1_P1_S1_4.jpg,0.0
1_P2_S1_2.jpg,1_P1_S1_5.jpg,0.0
1_P2_S1_2.jpg,1_P1_S2_1.jpg,0.125
1_P2_S1_2.jpg,1_P1_S2_2.jpg,0.375
1_P2_S1_2.jpg,1_P1_S2_3.jpg,0.6
1_P2_S1_2.jpg,1_P1_S2_4.jpg,0.1111111111111111
1_P2_S1_2.jpg,1_P1_S2_5.jpg,0.0
1_P2_S1_2.jpg,1_P2_S1_1.jpg,0.05405405405405406
1_P2_S1_2.jpg,1_P2_S1_2.jpg,1.0
1_P2_S1_2.jpg,1_P2_S1_3.jpg,0.0
1_P2_S1_2.jpg,1_P2_S1_4.jpg,0.0
1_P2_S1_2.jpg,1_P2_S1_5.jpg,0.0
1_P2_S1_2.jpg,1_P2_S2_1.jpg,0.0
1_P2_S1_2.jpg,1_P2_S2_2.jpg,0.06451612903225806
1_P2_S1_2.jpg,1_P2_S2_3.jpg,0.0
1_P2_S1_2.jpg,1_P2_S2_4.jpg,0.02702702702702703
1_P2_S1_2.jpg,1_P2_S2_5.jpg,0.02702702702702703
1_P2_S1_3.jpg,1_P1_S1_1.jpg,0.08
1_P2_S1_3.jpg,1_P1_S1_2.jpg,0.16666666666666666
1_P2_S1_3.jpg,1_P1_S1_3.jpg,0.14285714285714285
1_P2_S1_3.jpg,1_P1_S1_4.jpg,0.0
1_P2_S1_3.jpg,1_P1_S1_5.jpg,0.06172839506172839
1_P2_S1_3.jpg,1_P1_S2_1.jpg,0.25
1_P2_S1_3.jpg,1_P1_S2_2.jpg,0.125
1_P2_S1_3.jpg,1_P1_S2_3.jpg,1.4
1_P2_S1_3.jpg,1_P1_S2_4.jpg,0.2222222222222222
1_P2_S1_3.jpg,1_P1_S2_5.jpg,0.3076923076923077
1_P2_S1_3.jpg,1_P2_S1_1.jpg,0.013157894736842105
1_P2_S1_3.jpg,1_P2_S1_2.jpg,0.05405405405405406
1_P2_S1_3.jpg,1_P2_S1_3.jpg,1.0
1_P2_S1_3.jpg,1_P2_S1_4.jpg,0.0
1_P2_S1_3.jpg,1_P2_S1_5.jpg,0.023255813953488372
1_P2_S1_3.jpg,1_P2_S2_1.jpg,0.0
1_P2_S1_3.jpg,1_P2_S2_2.jpg,0.0
1_P2_S1_3.jpg,1_P2_S2_3.jpg,0.011627906976744186
1_P2_S1_3.jpg,1_P2_S2_4.jpg,0.0
1_P2_S1_3.jpg,1_P2_S2_5.jpg,0.029850746268656716
1_P2_S1_4.jpg,1_P1_S1_1.jpg,0.28
1_P2_S1_4.jpg,1_P1_S1_2.jpg,0.5
1_P2_S1_4.jpg,1_P1_S1_3.jpg,0.14285714285714285
1_P2_S1_4.jpg,1_P1_S1_4.jpg,0.17647058823529413
1_P2_S1_4.jpg,1_P1_S1_5.jpg,0.20987654320987653
1_P2_S1_4.jpg,1_P1_S2_1.jpg,0.125
1_P2_S1_4.jpg,1_P1_S2_2.jpg,0.375
1_P2_S1_4.jpg,1_P1_S2_3.jpg,3.2
1_P2_S1_4.jpg,1_P1_S2_4.jpg,0.6666666666666666
1_P2_S1_4.jpg,1_P1_S2_5.jpg,0.3076923076923077
1_P2_S1_4.jpg,1_P2_S1_1.jpg,0.05263157894736842
1_P2_S1_4.jpg,1_P2_S1_2.jpg,0.02702702702702703
1_P2_S1_4.jpg,1_P2_S1_3.jpg,0.0
1_P2_S1_4.jpg,1_P2_S1_4.jpg,1.0
1_P2_S1_4.jpg,1_P2_S1_5.jpg,0.19553072625698323
1_P2_S1_4.jpg,1_P2_S2_1.jpg,0.03333333333333333
1_P2_S1_4.jpg,1_P2_S2_2.jpg,0.0967741935483871
1_P2_S1_4.jpg,1_P2_S2_3.jpg,0.0
1_P2_S1_4.jpg,1_P2_S2_4.jpg,0.0
1_P2_S1_4.jpg,1_P2_S2_5.jpg,0.0
1_P2_S1_5.jpg,1_P1_S1_1.jpg,0.32
1_P2_S1_5.jpg,1_P1_S1_2.jpg,0.3333333333333333
1_P2_S1_5.jpg,1_P1_S1_3.jpg,0.7142857142857143
1_P2_S1_5.jpg,1_P1_S1_4.jpg,0.17647058823529413
1_P2_S1_5.jpg,1_P1_S1_5.jpg,0.2222222222222222
1_P2_S1_5.jpg,1_P1_S2_1.jpg,0.375
1_P2_S1_5.jpg,1_P1_S2_2.jpg,1.0
1_P2_S1_5.jpg,1_P1_S2_3.jpg,7.0
1_P2_S1_5.jpg,1_P1_S2_4.jpg,1.4444444444444444
1_P2_S1_5.jpg,1_P1_S2_5.jpg,0.3076923076923077
1_P2_S1_5.jpg,1_P2_S1_1.jpg,0.11842105263157894
1_P2_S1_5.jpg,1_P2_S1_2.jpg,0.08108108108108109
1_P2_S1_5.jpg,1_P2_S1_3.jpg,0.046511627906976744
1_P2_S1_5.jpg,1_P2_S1_4.jpg,0.24581005586592178
1_P2_S1_5.jpg,1_P2_S1_5.jpg,1.0
1_P2_S1_5.jpg,1_P2_S2_1.jpg,0.13333333333333333
1_P2_S1_5.jpg,1_P2_S2_2.jpg,0.3870967741935484
1_P2_S1_5.jpg,1_P2_S2_3.jpg,0.0
1_P2_S1_5.jpg,1_P2_S2_4.jpg,0.05555555555555555
1_P2_S1_5.jpg,1_P2_S2_5.jpg,0.014925373134328358
1_P2_S2_1.jpg,1_P1_S1_1.jpg,0.12
1_P2_S2_1.jpg,1_P1_S1_2.jpg,0.16666666666666666
1_P2_S2_1.jpg,1_P1_S1_3.jpg,0.0
1_P2_S2_1.jpg,1_P1_S1_4.jpg,0.0
1_P2_S2_1.jpg,1_P1_S1_5.jpg,0.0
1_P2_S2_1.jpg,1_P1_S2_1.jpg,0.125
1_P2_S2_1.jpg,1_P1_S2_2.jpg,0.625
1_P2_S2_1.jpg,1_P1_S2_3.jpg,0.8
1_P2_S2_1.jpg,1_P1_S2_4.jpg,0.2222222222222222
1_P2_S2_1.jpg,1_P1_S2_5.jpg,0.0
1_P2_S2_1.jpg,1_P2_S1_1.jpg,0.0
1_P2_S2_1.jpg,1_P2_S1_2.jpg,0.0
1_P2_S2_1.jpg,1_P2_S1_3.jpg,0.0
1_P2_S2_1.jpg,1_P2_S1_4.jpg,0.0
1_P2_S2_1.jpg,1_P2_S1_5.jpg,0.0
1_P2_S2_1.jpg,1_P2_S2_1.jpg,1.0
1_P2_S2_1.jpg,1_P2_S2_2.jpg,0.03333333333333333
1_P2_S2_1.jpg,1_P2_S2_3.jpg,0.03333333333333333
1_P2_S2_1.jpg,1_P2_S2_4.jpg,0.03333333333333333
1_P2_S2_1.jpg,1_P2_S2_5.jpg,0.0
1_P2_S2_2.jpg,1_P1_S1_1.jpg,0.0
1_P2_S2_2.jpg,1_P1_S1_2.jpg,0.16666666666666666
1_P2_S2_2.jpg,1_P1_S1_3.jpg,0.2857142857142857
1_P2_S2_2.jpg,1_P1_S1_4.jpg,0.03225806451612903
1_P2_S2_2.jpg,1_P1_S1_5.jpg,0.03225806451612903
1_P2_S2_2.jpg,1_P1_S2_1.jpg,0.125
1_P2_S2_2.jpg,1_P1_S2_2.jpg,0.375
1_P2_S2_2.jpg,1_P1_S2_3.jpg,1.0
1_P2_S2_2.jpg,1_P1_S2_4.jpg,0.3333333333333333
1_P2_S2_2.jpg,1_P1_S2_5.jpg,0.15384615384615385
1_P2_S2_2.jpg,1_P2_S1_1.jpg,0.03225806451612903
1_P2_S2_2.jpg,1_P2_S1_2.jpg,0.03225806451612903
1_P2_S2_2.jpg,1_P2_S1_3.jpg,0.03225806451612903
1_P2_S2_2.jpg,1_P2_S1_4.jpg,0.0
1_P2_S2_2.jpg,1_P2_S1_5.jpg,0.0
1_P2_S2_2.jpg,1_P2_S2_1.jpg,0.06666666666666667
1_P2_S2_2.jpg,1_P2_S2_2.jpg,1.0
1_P2_S2_2.jpg,1_P2_S2_3.jpg,0.03225806451612903
1_P2_S2_2.jpg,1_P2_S2_4.jpg,0.12903225806451613
1_P2_S2_2.jpg,1_P2_S2_5.jpg,0.16129032258064516
1_P2_S2_3.jpg,1_P1_S1_1.jpg,0.24
1_P2_S2_3.jpg,1_P1_S1_2.jpg,1.0
1_P2_S2_3.jpg,1_P1_S1_3.jpg,0.42857142857142855
1_P2_S2_3.jpg,1_P1_S1_4.jpg,0.011764705882352941
1_P2_S2_3.jpg,1_P1_S1_5.jpg,0.012345679012345678
1_P2_S2_3.jpg,1_P1_S2_1.jpg,0.25
1_P2_S2_3.jpg,1_P1_S2_2.jpg,0.625
1_P2_S2_3.jpg,1_P1_S2_3.jpg,1.8
1_P2_S2_3.jpg,1_P1_S2_4.jpg,0.4444444444444444
1_P2_S2_3.jpg,1_P1_S2_5.jpg,0.5384615384615384
1_P2_S2_3.jpg,1_P2_S1_1.jpg,0.013157894736842105
1_P2_S2_3.jpg,1_P2_S1_2.jpg,0.05405405405405406
1_P2_S2_3.jpg,1_P2_S1_3.jpg,0.03488372093023256
1_P2_S2_3.jpg,1_P2_S1_4.jpg,0.0
1_P2_S2_3.jpg,1_P2_S1_5.jpg,0.0
1_P2_S2_3.jpg,1_P2_S2_1.jpg,0.0
1_P2_S2_3.jpg,1_P2_S2_2.jpg,0.12903225806451613
1_P2_S2_3.jpg,1_P2_S2_3.jpg,1.0
1_P2_S2_3.jpg,1_P2_S2_4.jpg,0.1111111111111111
1_P2_S2_3.jpg,1_P2_S2_5.jpg,0.14925373134328357
1_P2_S2_4.jpg,1_P1_S1_1.jpg,0.16
1_P2_S2_4.jpg,1_P1_S1_2.jpg,0.16666666666666666
1_P2_S2_4.jpg,1_P1_S1_3.jpg,0.0
1_P2_S2_4.jpg,1_P1_S1_4.jpg,0.013888888888888888
1_P2_S2_4.jpg,1_P1_S1_5.jpg,0.0
1_P2_S2_4.jpg,1_P1_S2_1.jpg,0.0
1_P2_S2_4.jpg,1_P1_S2_2.jpg,1.0
1_P2_S2_4.jpg,1_P1_S2_3.jpg,2.0
1_P2_S2_4.jpg,1_P1_S2_4.jpg,0.1111111111111111
1_P2_S2_4.jpg,1_P1_S2_5.jpg,0.07692307692307693
1_P2_S2_4.jpg,1_P2_S1_1.jpg,0.05555555555555555
1_P2_S2_4.jpg,1_P2_S1_2.jpg,0.02702702702702703
1_P2_S2_4.jpg,1_P2_S1_3.jpg,0.0
1_P2_S2_4.jpg,1_P2_S1_4.jpg,0.013888888888888888
1_P2_S2_4.jpg,1_P2_S1_5.jpg,0.0
1_P2_S2_4.jpg,1_P2_S2_1.jpg,0.06666666666666667
1_P2_S2_4.jpg,1_P2_S2_2.jpg,0.12903225806451613
1_P2_S2_4.jpg,1_P2_S2_3.jpg,0.06944444444444445
1_P2_S2_4.jpg,1_P2_S2_4.jpg,1.0
1_P2_S2_4.jpg,1_P2_S2_5.jpg,0.07462686567164178
1_P2_S2_5.jpg,1_P1_S1_1.jpg,0.0
1_P2_S2_5.jpg,1_P1_S1_2.jpg,0.3333333333333333
1_P2_S2_5.jpg,1_P1_S1_3.jpg,0.2857142857142857
1_P2_S2_5.jpg,1_P1_S1_4.jpg,0.0
1_P2_S2_5.jpg,1_P1_S1_5.jpg,0.0
1_P2_S2_5.jpg,1_P1_S2_1.jpg,0.0
1_P2_S2_5.jpg,1_P1_S2_2.jpg,0.5
1_P2_S2_5.jpg,1_P1_S2_3.jpg,1.6
1_P2_S2_5.jpg,1_P1_S2_4.jpg,0.2222222222222222
1_P2_S2_5.jpg,1_P1_S2_5.jpg,0.38461538461538464
1_P2_S2_5.jpg,1_P2_S1_1.jpg,0.014925373134328358
1_P2_S2_5.jpg,1_P2_S1_2.jpg,0.10810810810810811
1_P2_S2_5.jpg,1_P2_S1_3.jpg,0.04477611940298507
1_P2_S2_5.jpg,1_P2_S1_4.jpg,0.0
1_P2_S2_5.jpg,1_P2_S1_5.jpg,0.014925373134328358
1_P2_S2_5.jpg,1_P2_S2_1.jpg,0.0
1_P2_S2_5.jpg,1_P2_S2_2.jpg,0.22580645161290322
1_P2_S2_5.jpg,1_P2_S2_3.jpg,0.08955223880597014
1_P2_S2_5.jpg,1_P2_S2_4.jpg,0.08955223880597014
1_P2_S2_5.jpg,1_P2_S2_5.jpg,1.0
2_P1_S1_1.jpg,2_P1_S1_1.jpg,1.0
2_P1_S1_1.jpg,2_P1_S1_2.jpg,0.25
2_P1_S1_1.jpg,2_P1_S1_3.jpg,0.07692307692307693
2_P1_S1_1.jpg,2_P1_S1_4.jpg,0.1111111111111111
2_P1_S1_1.jpg,2_P1_S1_5.jpg,0.1
2_P1_S1_1.jpg,2_P1_S2_1.jpg,0.0
2_P1_S1_1.jpg,2_P1_S2_2.jpg,0.07692307692307693
2_P1_S1_1.jpg,2_P1_S2_3.jpg,0.07692307692307693
2_P1_S1_1.jpg,2_P1_S2_4.jpg,0.07692307692307693
2_P1_S1_1.jpg,2_P1_S2_5.jpg,0.23076923076923078
2_P1_S1_1.jpg,2_P2_S1_1.jpg,0.3076923076923077
2_P1_S1_1.jpg,2_P2_S1_2.jpg,0.15384615384615385
2_P1_S1_1.jpg,2_P2_S1_3.jpg,0.15384615384615385
